reviewText,Positive
"This game has no problems on a Kindle Fire and has very few ads.. nothing to get upset about. After all, it is the free game with advertisements! Even so, this is a game for all ages. An amazing game no doubt!!!",1
Addictive and challenging... I would recommend to anyone... Love it... Sometimes makes my brain hurt trying to figure out the strategy..,1
"This  Game  is highly  addicting ,  and  a  lot if fun.  The  only thin that I didn't like  so far is the annoying  screen that  asks the user to pay  for the game  while  you are playing. Right in the  middle of the game play, it just abruptly stops  du",1
I love angry birds. I think it is the best game in the world. everyone should play angry birds. I &lt;3 (&deg;^&deg;),1
i enjoy playing lt very much i play it every day lt is very diffence form any gamei plaved before,1
This is fun game for everyone and all ages as the family and friends all get together an play against each other,1
it is angry birds you really dont need to say more then that. i mean come on these games are just fun,1
Great fun for everyone in my family! My kids and I play it on trips! When we can get my husband to put it down.,1
Love playing this game with my son so addictive ughhh LOL I recommend this an all of the angry bird.apps and games,1
for me angry birds is a game to lose some time!  though a great game! I have had my app since either last may or another year back and have yet to have any probs. it does have ads but u can just exit out. great and fun game,1
i love angry birds i have this for my 360 as well as my kindle fire hd! great product! ..,1
I downloaded this game last night and my daughter played until her battery died. With her kindle charged up she has been playing all morning. It's addictive.,1
"The one that started the Angry Birds series, not much more to say other than fun fun fun fun fun",1
This game is awesome it a great way to pass time but hate the ads can Amazon get rid of ads without spending money? But other than that epic game:),1
Heard a lot of people talking about this crazy game and tried it. Sure is fun! I'd recommend it to anyone. Very entertaining!,1
Had never played this game but had heard all the good things about it. It IS addictive. Have got to plan time to play it or I'll play it all the time.,1
i love angry birds.  its an addicting and challenging game.  its much harder than i thought it would be but it gets you thinking along with having fun.,1
"The original game was the best game of all time,  even some of the sequels were good. Now the more recent games with the Power Ups have ruined it.. It's no longer worthy of best game... Should have left it alone.. It was a good thing,  was",0
"VERY INTERESTING TO ME AND GOOD FOR KIDS.  I LOVE THIS GAME JUST STARTED PLAYING IT, BUT IT IS MY FAVORITE GAME.  I LOVE THOSE BIRDS.",1
grand kids play when on a trip well worth the down load thinks it is awesome would get more fast,1
Angry Birds is fun to play and can be somewhat challenging.  This is a good sample of the games you can play.,1
"This game is full of variety, but I find some of the levels frustrating , which is a pain!Sorry for that.",1
Everyone loves this game  It is addicting once you play it you cannot stop one of the best free apps,1
"This is the rating from my 6 year old who has been doing Angry Birds for years now!It is fun for me too, when he lets me play!",1
"When I first got my Kindle Fire, I got several games for my grandkids to play -- this one is the only one they will ask to play.  It is also a hit with my hubby!",1
Angry birds was the first non console or hand held game I have ever played. It was fun from the instant I played it. You just want to keep playing until you can get those snarky pigs! The gameplay is easy. You use your fingers to launch birds across the ,1
"good fun for whole family, keeps you on your toes trying to get to other levels , just an all around fun game to play.",1
"This game is so addicting! There are a few little issues, like the birds not doing what they are supposed  to do when I tap on the screen, but it happens rarely. Awesome game! Can't wait to get the next one :-)",1
I just wanted a game for my Kindle. It is easy to learn and it can be played any where and at any time.,1
Yes!! These birds laugh at me when I miss them so it just makes me want to get them more. I love the way this game is strategy plus entertainment for me.,1
I love this game I play it almost every day and highly recommend this game to all people who have a device that can get this game.,1
This is a fun game and it is hard to stop playing it.  I rated it 5 stars and would recommend to everyone.,1
"I always loved this game, but I'm horrible at it. Anyone give Angry Birds lessons? I'll be the first to sign up!",1
I like playing this game.  It can be addictive to try and get to the next level all the time.,1
Another one of my grandson and granddaughters favorites. young and old at my house like this game. It is fun,1
"Great little game for the kids and its free, i like to play it sometimes myself try it if you don't like it you haven't blown yor gaming budget",1
"I couldn't believe how this game drew me in.  I quickly played all the levels, but then started back through to achieve 3 stars on all levels.  some of them are proving to be a real challenge.  This uses up lots of time, but is hard to put down.",1
"my daughter gets these games, I think thier okay, but she loves them, whatever makes yr kids happy, so they will leave you alone for a little while is okay with me.",1
My wife plays this game on her Kindle and really likes it.  She recommends it to anyone who plays computer games.,1
"I think everyone has played this by now.  Ad supported version, a little annoying but not a serious enough game to get in the way.",1
"Great way to pass the time.....very addictive and as a free app, I have fun trying to increase my score!",1
This game is great fun and has its own culture with it.  I didn't get it at first but after playing it for a short time it is very addictive.  Next thing I know it is 1am and I have to shut it off to get some sleep.,1
"My 4 year old Grandson was having so much fun showing me how to play it on his mini IPad that I decided to see if I could get it on my Kindle Fire!  I found this, and he spent the night w/ me and I showed it to him, and he liked it better than the one he",1
Who does not love this game! And it is free.. If you have never played angry birds then try this one and you will see what all the fuss is about!!,1
"Once I start playing this game,it is hard to stop. I get caught up it and forget about everything else.",1
Angry Birds is one of the first apps we place on my whole families devices.  This is a #1 game at my house.,1
I have angry birds on every device I own and I love to play it although I'm not really that great at the game although I still love to play it.,1
It's Angry Birds. Probably the most famous phone/tablet game in existence. You're going to enjoy it so you might as well just download it.,1
"I am so addicted to this game. Even when I can't beat the level and have to use the eagle, I will go back and keep trying when I am waiting for the eagle to come up again, or get frustrated with the level I was on before...",1
I am so glad angry bird are coming out with different themes like space and beach scenes. My son loves them all.,1
I love this game but because it's free they are a lot of advertisements which come on between every level or so so it's a little annoying but not so much. Download it.,1
Everyone love this game and its very addicted game ever! I cannot stop playing this game! Great graphic and everything!,1
I like it but reds mighty feathers is lost by that I mean they added a horrible update its it was unique now it's like any other level,1
"This program has a problem opening once installed successfully. Tried deleting and reinstalling to no avail. I would like to know, what else can I do?",1
"We loved playing Angry Birds on my mom's iPad, so when I got a kindle fire I was pleased to see that there was a free Angry Birds app for kindle. =)  Love playing it when I have some time to kill, and the kids love it, too.  However, playing on the kindl",1
Who doesn't like angry birds? This was the first game on my kindle and remains one of my favorites. Fun!,1
first time I have played!Very addictive!Would recommend to others to get this app!The Star Wars one is fun too!,1
Kind of boring - the novelty has worn off.  I've already  removed it from the tablet. All set with it.,0
I tried this game because everyone said how much fun it was.  I didn't care for the game and that's the reason for my rating.,0
i always am playing this game it is so much fun it is addicting to play i love it so much,1
"Wow, this is a ver funny and fun game.  I start to play and just can not put this away for the day.",1
Fun game.  You can play for hours.  I like the sounds they make.  I love it when I accidently send the little fellows backwards!!!,1
"Like the game but kinda moved on to other apps. Maybe, return at a later date. Love the big black birds that blow everything up.",1
Addictive game. Wish I would have came up the idea of Angry Birds. Wish they would update to add more levels.,1
It's hard to say I love it when those miserable pigs keep smiling and blinking at me!  It's still fun.,1
"Nice game. I have never played Angry Birds before. So, when I purchased my tablet, one of the first games I downloaded was this. It can become very addictive in a very short amount of time. Nice way to waste some spare time.",1
I love this game!!!  The graphics and music are fun.  It makes me smile.  It's no surprise that it's so popular,1
Great Graphics works great on my kindle fire hd love all the levels. wish I could get it to connect with facebook,1
"This game is addictive - the harder you try, the more you want to beat it.  Good for all ages.",1
Everyone is playing this game....it is a lot of fun and hours of entertainment.  It can be frustrating at some levels but it  makes you want to accomplish the levels....truly a fun game.  Strategy is needed...offers some learning as well.  I think everyh,1
The neat thing about Angry Birds is that there is so much variety in the game. You never get tired of it!,1
"Well I have never played Angry Birds, but my son sure loves it. If he's happy then so am I!",1
This is an addicting game - lot's of fun.  I find the games quite challenging.  This is the firsttime I had played the game - grandkids play it all the time on their I-pods.,1
We have Angry Birds on every tablet and phone we own. It's addicting and super fun to knock down those smug piggies!,1
Ads are not annoying because they only pop up once in awhile unlike other games where they pop up after each round played.,1
Easy to get hooked on this complete waste of time....but it is one of two of the most enjoyable games I play.,1
I really like angry birds.  It is so cute.  This also is a great purchase.  All ages can enjoy this game.,1
"my 5 yr old love this game, he play it almost all the time it's his favorite game, personally I don't play it, but i think its kool.",1
I love this game! There are very few ads. The update is amazing! I love the new levels! Go birds!!,1
It's easy for my grandkids to pick up the skills needed to play this game. Good for quiet time or rainy days.,1
This is another great game and fun to play.  I can play for as long or as short a time as I have available and still have fun.,1
Could not play it and would like you too fix it so it would work so someone could play it.,0
i think that it is awesome to play on the kindle i like playing it and it is a good pass time when you are waiting,1
"I love this app.  It's so much fun to play and easy to learn.  Best of all, it's free.  Kids and adults alike will like this one.",1
What a wonderful time suck.  I just wish I could pass the levels a bit quicker.  It takes a bit to get through some of them.,1
I started playing this game at 9:00 pm and couldn't stop until 2:00 am.  It's a fun challenge that kids and adults alike can enjoy.  Creativity at it's best!,1
I'm hooked.  Drives me nuts but keeps you entertained and coming back for more.  I see why this is such a bif hit.,1
Works well on kindle fire.  Would recommend.  Fun to play.  No lock ups.  Good graphics.  Nothing else to add to this.,1
I am addicted to this game.It made me go out and buy Angry Birds Star Wars.I highly recommend it.,1
"It's Angry Birds for Kindle. Looks great on my Kindle Fire HD, and it's fun to play when I'm bored.",1
"Angry Birds is one of the first games to hit absolute popularity in the mobile gaming market, and it's still as good as ever. The ads don't bother you and even if you hate them, you can turn off WiFi when playing the game. There are a lot of levels and i",1
Great way to waste time. My 7 year old loves it and we compete for high scores! Great down load!,1
It's just like playing angry birds on your phone but with a wider screen which makes it that much easier,1
This app is great  fun and addicting. and is much more better on the tablet than on a small touch screen phone.,1
"The birds are back in this free version of the original that is keeping my kids happy and satisfied with the pecking action.  We haven't had any problems with running the game and while it doesn't have all the levels of the real game, it's still addictiv",1
"Well, it's easy at first then it gets a littleharder. Never buy one on your small cellphone, get a kindle fire hd",1
"every one in my house loves this app. My 18 month old, my 6 year old, even grandma. This app is free and has tons of versions of angry birds.",1
What can I say?  This game is fun and addictive.  This game has a fun and excitement and be played by everyone and anyone..,1
"i do burn time on this one, but who can beat it for free.  and i've bought in to going back and trying to clear the levels at three stars.  grrr.  really don't have to with all the levels available.",1
This is just a crazy game.  It is frustrating and fun all at the same time.  It is just crazy!,1
"My grandson downloaded this app so he could play it on a road trip.....but when I asked him to remove it, he said &#34;Grammy, you'd LOVE it, so I'll show you how to delete it if you want, but also am going to show you how to play it!&#34;.....and he did",1
"Really a fun game for free.  There are lots of challenging levels.  I love, my husband loves it, even my 4 yr old grandson loves is.Give it a try",1
This game is pretty fun.What you do is pick what kind of level you want.Then you shout the angry birds to knock down the buildings.Well that's all.Hope you get this game.,1
these birds are someting else and a lot of fun shooting thru the air hitting things. the premier of the birds. have fun.,1
grandson loves it. I don't play it but it keeps him occupied for a while. not a game for me but good for him.,1
"I enjoy all this anry birds game that are out there, so do my grandkids. They are fun to play.",1
"Heard a lot about angry birds, but wans't sure what it was all about.  Our son downloaed it for our new kindle, and it pretty fun!",1
I love this game so much I never had played it or even knew what it was until I got a kindle but now I can not get enough of this game.,1
This was as also  a hit with my three old grandson.  This kept his attention while waiting in doctors offices etc...He is a pro at it as well.,1
"fun to smash things, without the clean up . love to be able to play a different game  . thanks !",1
it's addicting and challenging. I play it on my downtimes when I'm waiting to pick up friends. the best game,1
"This is a must have application.I thought the game was stupid at first, but after playing it for a few !HOURS! I realized its flipping amazing.",1
When you order a game online that you download you shouldn't have to write a review. After all its hit or miss isn't it?,1
While it can be very frustrating it rapidly becomes very addictive. I have not been this addicted since the old days of crochet and space invaders,1
Very interesting and excellent app. Hope have Angre Birds Space for free can be download for Kindle's user. Thanks a lot.,1
This is a fun game to play occasionally (when stuck in traffic or in the waiting room). Some of the higher levels can be difficult!,1
This was my first one and I couldn't get enough of it. I finished all the levels and didn't realize there were more verisions out here. Now I'm hooked.,1
"For kindle this is great but the internet holds you back from playing anywhere if there isn't internet , say in a doc office or  a hospital treatment room ( I get renegade treatment ) you can't play.",1
"You just want to keep on trying to beat this game over . And over! Good for both young and old , you will enjoy!",1
Downloaded Angry Birds to my Kindle & definitely love playing it.  Highly recommend this game & even the kids & grandkids like to play it!,1
This free application lets you take Angry Birds with you wherever you go. We purchased it for our Kindle Fire. It's free and it takes seconds to load it. Great for all ages!,1
There are no bad Angry Bird Applications.  There are no bad Angry Bird Applications.  Repeat after me as necessary - always fun.,1
My 3 year old grandson loves this game.  And I love its diffrent levels.  I have to make him stop playing the games on my Kindle.  I don't want him to become a game junkey.  All kids need to play outside and pretend play.,1
What more can I say.  It's addictive & I love it!  I needed to add 5 more words to submit this review.,1
"This is one of the best games for waiting at appointments, you can be interrupted by your Dr. appt. and know that the miserable little hero birds are still waiting for you. It is very addicting. The only thing is... it is not a good game to play right be",1
I enjoy playing this game! I love the different levels! Some games are the same but this one is addicting!,1
My son set me up on this and asked me to give it a shot. I found it a lot of fun and surprisingly entertaining. Who comes up with these games? Anyway thanks for the giggles.,1
Just a very fun game and many levels. Terribly addicting but a challenge too. Other versions are just as fun and free,1
I had never played or understood angry birds before I got my kindle fire and got the free app. I now am hooked! I don't find the few ads on it a problem at all and strongly recommend the free app over spending money just to be rid of the few ads that onl,1
My 4 year old grandson is able to play this and it would entertain him for hours on end if I would let him.,1
silly and lots of fun,1
"Driving you crazy, I dream of making those stupid pigs into bacon.Lots of great levels and annoying near misses to keep my comingback for more. Ugh. I love this game.",1
"Very entertaining and fun! I usually do not play games but I really like angry birds! Fun, challenging and great to play while waiting for appointments,!! Good fun!! I challenged my son  and we had a blast,!! I won!!",1
"It's Angry Birds, of course it's fun. This game could keep someone occupied for hours. It is almost annoyingly addictive.",1
I DID NOT FIND THIS GAME AS MUCH FUN AAS THE OTHERS WE BOUGHT BUT THE KIDS SEEMED TO ENJOY IT. I REALLY APPRECIATE THE FACT THAT IT WAS FREE.,1
"Enjoyable game. I love those little birds and so does my husband. It's a challenge to win all the downloads of these little birds, but it's fun.",1
"great for the kids; and, I like it too .... passes the time in a wonderful and happy way .... we laugh about it and have fun with it a lot; my youngest wants to be a pig killer when he grows up ... his brother wants to work with eagles ... a great thing ",1
Addiictive game! So many levels to advance to and some are quite challenging! It is fun too when you are bored.,1
"A game you can't put down, once you start! I have to say this game really makes you keeping going just to win!",1
"I am addicted to this game. I can't put it down. I have it installed on a Kindle Fire HD and it works perfectly,",1
"I just got my Kindle Fire but have played this game on my friends ipad, got such a kick out of it that she encouraged me to buy this one. I'm still learning about this game so make a lot of boo-boo's, like shooting the birds out the back & way over the t",1
Yes I have been inducted into those crazy bird games and I really like it a lot. It keeps you wanting to be better at getting those pigs no matter what. It's a fun game for all ages and can be played with your kids.,1
This game is entertaining for early teens and younger.  And on top of it it's free!  Your can't beat it.,1
Everyone in the family plays this one. We enjoy the free app. Just not sure if we want to download the full app just yet.,1
bought this game for my daughter and my girlfriends grandson they love to play it and find it lots of fun,1
"My children and I enjoy this game. The graphics are great. The audio is amusing to us. Using sliding motion, shoot birds with various attack moves via sling shot. Birds break boards, rocks,etc to attack pigs. Many stages.",1
"I now know what I am doing. I learned how to aim the bird or birds, so sometimes you will knock all of them down, and sometimes you miss. But it is a fun game.",1
I recommend getting this game. It is a really great way to spend your way on you device. My brothers also lovecthis game. hope you enjoy it,1
"This is a great game for all ages and it's a great time killer. I would recommend the paid version as well, it's not expensive at all.",1
I really like it.  I'm considering buying an upgraded version.  The game is one that makes the try to get high scores exciting.,1
Its free. It runs on Kindle Fire HD. What could be better.. well more angry bird for free would be better. Bring em on.,1
Do you HATE ADVERTISEMENTS well if you want to have a ad free app  just enable airplane mode and that's all your free of ADVERTISEMENTSs,1
"grandkids recommended it, found it to be good entertainment, fun, and it's free. some levels are a little fustrating but if fills the time.",1
Angry Birds is a very enjoyable and entertaining game that I like to play when I am bored and I am glad I found it.,1
I just started playing this after so many people kept saying it was such a great game.needless to say it is an awesome game! It works GREAT on my kindle fire and there are so many levels to play!,1
This is a great time waster that will keep you trying just one more time until you are so frustrated that you have to try again. The whole family loves this game.,1
THE ANGRY BIRDS ARE NOT MAD AT ME FOR TEARING DOWN THEIR HIDEOUTS. THEY CAN HIDE IN A CAVE IN A PINCH.,1
Omg. This is SUCH A FANTASTIC FANTASTIC app. This makes you think. The higher the levels the harder it is,1
This one was the one that got me started on games. My grandson had it so I ask my daughter who helps me out all the time to put it on for me. I really enjoy this one too. Thank you so very much,1
"Anyone in my family (ages 4-44!) can play this game and everyone loves it. The free version has plenty of levels to play/master. The ads aren't obtrusive, so we haven't bought the full version.",1
"This is a very good game, with lots of challenging levels. if u get this app, u will never get bored. A must get!",1
We are late getting into Angry Birds but my husband and I absolutely love it!  It is very addictive and it totally captures our attention!,1
It's an amazing app for kids and adults. It's not too simple and not too hard.I would recommend it to everyone,1
I love the angry birds.  This is my first exposure to it and it is somply &#34;chewing gum&#34; for both the mind and the eyes.,1
"Since kids seem to know all about Angry Birds, I thought they would enjoy exploring and playing with this game",1
This is awesome you update it to get new levels and superpowers don't buy the HD just get this full version for free!,1
i enjoy playing this game after a stressful day.  Helps me to relax before bed time.  I would recommend to freinds,1
To continue the war with the evil piggies where ever you go it helps to have this app and it has tons of levels to battle your way through.,1
My 4 year old loves this.  I know I love to see her on this I think its a great leaning game.,1
I like to see the birds flying and the small ones that turns into tree when you touch them its fun and enjoyable,1
this game is the best. I love the funny little bird and it keeps u entertained for hours. I almost passed all the game by mere luck but I loved it. I totally recommend it to every one at every age.  And its for free in my kindle fire,1
"When I'm faced with a situation that makes me wish I could ""smack some jerk silly"", whether it be a non-driver who cuts me off on my drive home, a smart-aleck store clerk, or yet another telephone money solicitor during dinner, I use Angry Birds to vent ",1
I was expecting it to be boring. it was awesome! you have to _____ down the pigs. I would suggest it for anyone.,1
I love this app - especially for my grand children who always wants to play games on my kindle everytime they come over.,1
you will kill quite a bit of time playing this game. it has alot of replay value to it also.,1
the game is fantastic but it needs a new mode where you can make your own levels and share them online for your friends and the community to play,1
"Good app, really happy to see it on Android. Kids play it to death. It's always up front on my carousel.",1
This is a funny game that keeps you on and on until you get those pigs!!  A great and fun game.,1
"Angry birds:  Often I can't put this down until I clear the scene and move on to the next level.  It frustrates me sometimes, but I like a challenge.  My grandkids fight over it.",1
I heard all the craze over this game I downloaded it to my table the Nexus 7 and now I am addicted to it and any age can play this from my 2 yr old grandchild to us adults who love to be kids :),1
this is a great app for everyone. my dad is turning 40 something this year and this all he plays. its also great for the fires.,1
This no longer needs reviews. Rovio received 8 million DL on Christmas day and 30 million DL over the Christmas week. There is absolutely nothing new I can say about Irritated Avians.,1
"Perfect game app for those who wonder what all the fuss is about, but I guarantee after five to ten minutes of game play, you'll be buying the ad-free version.",1
"Awesome game, I reccomend this to everybody out there. trust me, it's fun shooting birds at pigs!!!!!! The point is that the pigs stole the bird's eggs. hope you like it.",1
my only word is amazimg. it works great on a kindle fire it has very few adds!there's now other game I've played for two weeks.,1
"why can't the world go Na Na Na Na like a perret or a baby got 2, 2 knickknacks up her sleeve sceaming Mahalo",1
"Okay, everyone was right.  This game is fun.  I've been a hold out but recently tried it.  Now I can't wait to have time to play it.",1
Fun and challenging.Great graphics and sound.I guess I am too old to clear all the grades.  But I keep trying.,1
I love this game this is one of my favorite games ever. It is challenging fun relaxing exciting and lots lots more. I just can't stop playing it and telling everyone to get it after all it is free! I highly highly highly recommend you to get this app I s,1
"Fun game for hurry up and wait situations such as ER or DMV.  Best part about it is:  it's free and does not send you on wild goose chases to B_S_ web sites for ""updates"" and other such nonsense.",1
"rapido y facil de usar, intuitivo, con grandes diversiones y niveles para entretener a todas las edades, grandes graficos y sonidos, funciona OK en la KD HD 8.9",1
"My daughter, age 45, loves Angry Birds and has been playing it on her phone for a long time.  She got ahold of my Kindle Fire and downloaded Angry Birds.  Played it around 6 hours before putting it down.  I also like to play angry birds so this will be a",1
"This is just the full version with ads! This app wont waste your time! Actually, it might. its super addicting!",1
habit forming but great fun.  i can play for hours - it is great for dexterity but mostly fun fun fun,1
"I really enjoy playing the different free Angry Birds games when I have a free moment. They are so fun, and don't cost anything.",1
"My granddaughters and I enjoy Angry Birds free on the web, but I hesitated to download this free version (I have never paid for a game) because of warnings about the ads. Enticed by the the 5-star reviews, I installed the game on my new KFHD8.9. Yes the ",1
got this for my son which got my grand-daughter hooked on it. Both have a blast playing it. Good app for being free.,1
I would love to hug the inventor of Angry Birds.  We have been waiting for over a year to get our own Angry Birds app.  Now we have it and love it.,1
"I like Angry Birds.  Levels are challenging, you get ads, but just X them out.  After all, it it a free game.",1
This game is very fun to play with my grand children and I find it very fun and challeging in some levels.,1
This game is good for all ages.  Good eye hand coordination.  Will teach angles etc.  You can really get hooked on it,1
"BOY WHAT CAN I SAY ABOUT THIS GAME. IT IS JUST SO FUN THE KIDS LIKE IT TO, & SO DO I",1
Angry Birds Free is a great game for all the family.  My Grandchildren love to compete with me and enjoy beating me. I would recommend it for others.,1
This is fun & challenging enough for kids & adults as well.  You can't go wrong with Angry birds at all~,1
I find this game to be fun and challenging.  I hate haviang to quit playing before I've wiped the smirks off their faces.  Each round is a whole new challenge.,1
"I really like Angry Birds the game. But I could not stand the suggestive and violent ads that kept popping up on this free version of the game. I had to delete it for that reason and until I can find a free version without vulger popups, I'll just play t",0
"If you like Angry birds, you will love this app. So many different levels. My girls, 10 & 8, are always stealing my Kindle Fire and playing it!!",1
"My mom who doesn't know how to use a computer much, she can easy find the angry bird app and be playing it for hours if I let her have my kindle for that long lol .",1
The game is great and different once I start playing I cant stop I am going to down load more games from the kindle,1
I heard about this form some friends....It is a challange to get all the pigs.. LOLEach stage is designed to give you more bids that function in different ways.each stage is progressively different and more difficult..the challenge is to recognice and de,1
Very addicting game. There so many ways to pass a certain level. I enjoy this game a lot until I get stuck on a level.,1
wood like to see more animal games for free really like this game it games is great love this game,1
"This is one of those mindless 'keep busy' games.  It does, however require you to think (unconsciously) about trajectories and angles.  The sounds are the best part!",1
"Favorite app for sure. When it first came out, I used to play it all the time. Today not so much, but it's a popular game for a very good reason.",1
I just downloaded this game yesterday and I can't seem to put it down. I find myself fighting with my twin 3 yr olds because they want to play too!  Great game and great app,1
"...about this game that hasn't already been said?To me, it is a game that I play for a week or two, then put it up. I'll pick it up in a couple of months and play it again.It is a fun way to burn up extra time. It can also frustrate the crap out of you.",1
I love this app and the blue bird is my favorite angry bird hay angry birds!!!!!! get this app. I recommend this to people who like funny apps! :),1
"I love angry birds so freaking much. I mean how can you not? I got angry bird hats, gloves, sweaters, wallpaper, everything. I'm addicted to it. I'll focus on beating level fourteen, then eating the peas on my dinner plate. I don't know how many rules I'",1
it's a fun way to pass the time if you're stuck in a doctor's office or just waiting for someone.,1
I love angry birds and it is funny and a little hard too.I hope u people who bought this app have an awesome time playing this game,1
Love to hear the crash. Got you lil devil. Can't get enough of the anger birds and crashing sounds. I'll get you yet!,1
"Game is fun and frustrating!  You really have to figure out all the little tricks the birds can do, then you will have a bit of an advantage over the pigs.  My hubby is addicted!  Great game!",1
This is a great way to kill time without hurting your consciounce. This game comes with a reputation of fun.,1
"Very good on Kindle, has the nicest features. The IPad is a little better, but I was pretty bored. Nice.",1
"Great game to play and very addicting, went ahead and bought the full version, super addicting to play! Fun for all ages!",1
"So if you're just way too accomplished at your life, you have a solid income, all debt is paid off and you just REALLY want to waste 5-10 hours of your day, get this App. It'll make your days fly by so fast, your children's children will be flying around",1
This is a real challenging game.which makes you work for the results. It is hard to set the game down.,1
You know what Angry Birds is. It is probably the most popular computer game in the world. It's probably the most downloaded app in existence. It's been praised by users and critics alike.And it deserves all that praise.Angry Birds combines simple control,1
Don't download this if you don't have the time.  This game is addictive and you will never put it down.,1
"this one is great of course, has plenty of levels to keep you busy. why can't all the games have tons of levels.",1
"The whole family, including my Grandson, loves to play this game.  It gets frustrating at times but that makes it more fun.",1
"I really enjoy this one.  It is fun, and challenging.  Of course all the kids can do the game better than me, but I like trying.",1
"I really like this game.  It's quite frustrating but I guess that's what people like about it.  I've had thisgame on my phone and Kindle Fire for some time.  And, my grandsons like it.",1
"These birds and pigs won my heart from the very beginning- nevermind that I am trying my hardest to kill them off! The graphics and the sound effects for this game are genius, accounting for it's huge popularity with young and old alike!",1
This game is so fun. There are so many different types of Angry Birds to shoot at so many different green blobs. I love the sounds that come out of the Angry Birds when they hit stuff.  It just cracks me up every time.:),1
downloaded this and played it for the first time - lots of fun and kind of addictive - I think anyone would enjoy this game,1
I love birds and pigs and amazing Alex even!!! Holy mother of gangnam style awesome best game in the world...BIRDS ARE COOL,1
This game will keep you entertained and pass the time while waiting somewhere or keeping your attention off of something.,1
"I have enjoyed it so far. Don't have much time for games, but this one seems to be a good one",1
Amazing game I would recommend to all users who love throwing things at each other. Its a hey fun game no violence and runs very smooth with no lags or shuts downs.,1
Watched my husband play this game. Now I understand y he played it so much.,1
"These burds drive me crazy  fun to unwind on.  I sometimes thinkl I spend too much time trying to complete a level, but it is fun",1
"The wife plays this game all the time.it's a good, solid rendition of the Angry Birds game.Graphics are very clear and quick to respond.No problems loading or interfering with other applications.",1
It is the game you expect or have used on other devices and works great on Kindle Fire. Free means ad supported. This introduces some lag when they are loading during or between levels. But great for a free app. If you like this and want it less laggy th,1
Angry birds is the best game ever. Love the bomb bird. There is no way that this game will ever be boring,1
Angry Birds is a game that I can't seem to stay away from. I want to keep going to see if can get through the nextlevel. Great game.,1
"very challenge i love it alot ,since my stroke it helps my brain work.Thank you very much!!!!like more if free",1
"Everyone in our family enjoys this one.  It has many levels and is great for killing time, plus the ads aren't too annoying.",1
"can't beat free, right? my whole family is addicted to this game. we all help each other beat the levels.",1
My daughter loves anyhting with Angry Birds. The game is very entertaining. I'd reccomend this game to the whole family.,1
I haven't had any issues with this app on my kindle fire hd. It works great and doesn't freeze up my system.,1
I have a problem and its called Angry Birds.  I hate those piggies with a passion and have a difficult time putting down the game.,1
"This keeps my whole family busy. What fun this game is. Even my husband has been known to play this from time to time. My kids are teasing to get the Start Wars version of this game. Maybe soon. It is creative, fun and helps to pass the time away. Love t",1
I love this game! It is so fun and make s you think. it is an app for kids and adults.,1
"This is a good game, the kids love it, and it has many levels and isn't a difficult game, anyone can play this.",1
even it have a little commercials.....still a great app. love this and you will love all the rest of them.,1
This I'd my go to game. Keeps me entertained for quite a while. WhiteHaven it on every device so must be good,1
Angry Birds is very addictive! My husband and I have lots of fun playing against each other. Very good game.,1
The best app game of all time and their new game Bad Piggies is just as fun with a little more thinking.,1
Its fun and addictive. Hours of play time and its constantly changing. The cartoons are a bit drawn out but all and all fun,1
"this game is really fun and addicting. it did quite a challenge on some levels,which will force one to think.",1
I enjoy the frustration!!!  In learning how to maneuver each of the birds I am moving along the boards quite well.,1
daughter loves it !! !! !! !! !! !! :-) !! !! !!  :-) !!!  what more show I say!,1
This app is addicting! I like it because it doesn't require wifi to play and I could play it for hours!,1
I finally decided to try the very popular angry birds. Both my 3yr old and I enjoy playing together and alone. You can turn off the in app purchases!!!! Thank you angry birds,1
"Its angry birds, its free...what more can you say.  My kids love angry birds and now they love that one can play on my phone while the other is on the kindle.  So glad to have downloaded it.",1
"HELP!!! We cant stop playing this game! Very addictive game. works very well on my Kindle Fire, I dont mind the ads because its free.",1
"I absolutely loved it and tried the Space Birds, thought not as addicting, it is okay.  Good when I'm not online.",1
good game rovio hard but fun. can't seem to beat ham e'm high but still fun get the update (much more fun)  I love reds mighty feathers. makes me happy happy happy,1
"I gave this game 5 stars because I am enjoying it as much as my kids!  I downloaded the app fro my 5 year old grandson and we played together.  The other night, I found myself playing it all by myself, with out the excuse of having a young one in the hou",1
This game is challenging enough for all age groups and a lot of fun to play.  The graphics are fine.,1
"And who needs to read a review anymore of anything so popular. ""Angry Birds"" is cat-nip for kids and a fun way for aggressive adults to relieve their frustrations while wasting time that might be spent completing more tedious chores. Besides you're helpi",1
"I have 3 grandsons (11, 9 and 7) that fight over who will play this game. It also makes a good babysitter.",1
"Angry Birds is one of the greatest games I have ever played, and I just love how challenging the different levels can be. The birds are also very adorable with their bushy eyebrows. This is a must-have app, for not only is the actual game fun, but the An",1
this is the best way to kill time. angry birds have taken over and I am on with it. I play it all the time.,1
A Blast to PlayI Recommend this to anyone who has yet to try it.It is a very addicting game,1
"Now I know why Angry Birds is such a hit! Really fun game, smooth action with no glitches on my Kindle...",1
I am constantly looking for this to do on my kindle nd this app works great. there have been no flaws or hassles with this app.,1
Its free!! Angry Bird games are simply addicting .. overall its worth the download You have nothing to lose but time playing angry bird,1
I don't really use this that much at the game but I don't really use it might somehow that up for me. Joe,0
